"jersey_no","name","tm_id","tm_position","date_of_birth","age","tm_team_id","tm_team","foot","tm_value","tm_currency","height","debut","country"
"18","Dusan Svento","34543","Left-Back",1985-08-01,30,"3","1. FC Köln","left",750000,"€  ",178,2006-08-15,"Slovakia"
"2","Peter Pekarík","51100","Right-Back",1986-10-30,29,"44","Hertha BSC","right",2500000,"€  ",176,2006-12-10,"Slovakia"
"22","Viktor Pecovsky","21361","Defensive Midfield",1983-05-24,33,"1443","MSK Zilina","right",350000,"€  ",171,2012-08-15,"Slovakia"
"17","Marek Hamsik","38593","Central Midfield",1987-07-27,28,"6195","SSC Napoli","both",35000000,"€  ",183,2007-02-07,"Slovakia"
"19","Juraj Kucka","74943","Central Midfield",1987-02-26,29,"5","AC Milan","right",8000000,"€  ",186,2008-11-19,"Slovakia"
"13","Patrik Hrosovsky","217879","Central Midfield",1992-04-22,24,"941","FC Viktoria Plzen","right",2000000,"€  ",172,2014-11-18,"Slovakia"
"6","Jan Gregus","112317","Central Midfield",1991-01-29,25,"1322","FK Jablonec",NA,750000,"€  ",189,2015-03-31,"Slovakia"
"8","Ondrej Duda","232418","Attacking Midfield",1994-12-05,21,"255","Legia Warszawa","right",3200000,"€  ",181,2014-11-18,"Slovakia"
"20","Róbert Mak","92180","Left Wing",1991-03-08,25,"1091","PAOK Thessaloniki","right",3000000,"€  ",179,2013-02-06,"Slovakia"
"7","Vladimír Weiss","92701","Left Wing",1989-11-30,26,"6297","Al-Gharafa Sports Club","right",2800000,"€  ",173,2009-08-12,"Slovakia"
"10","Miroslav Stoch","45559","Left Wing",1989-10-19,26,"20","Bursaspor","right",4500000,"€  ",167,2009-02-10,"Slovakia"
"21","Michal Duris","74872","Centre Forward",1988-06-01,28,"941","FC Viktoria Plzen","right",2000000,"€  ",183,2012-08-15,"Slovakia"
"9","Stanislav Sestak","28775","Centre Forward",1982-12-16,33,"279","Ferencváros Budapest","right",500000,"€  ",179,2004-08-18,"Slovakia"
"11","Adam Nemec","55210","Centre Forward",1985-09-02,30,"403","Willem II Tilburg","both",300000,"€  ",190,2006-12-10,"Slovakia"
"1","Petr Cech","5658","Keeper",1982-05-20,34,"11","Arsenal FC","left",12000000,"€  ",196,2002-02-12,"Czech Republic"
"16","Tomás Vaclík","64000","Keeper",1989-03-29,27,"26","FC Basel 1893","right",4000000,"€  ",189,2012-11-14,"Czech Republic"
"23","Tomas Koubek","146714","Keeper",1992-08-26,23,"697","FC Slovan Liberec","right",1000000,"€  ",198,2016-03-24,"Czech Republic"
"17","Marek Suchy","34542","Centre Back",1988-03-29,28,"26","FC Basel 1893","right",4500000,"€  ",183,2010-10-08,"Czech Republic"
"6","Tomás Sivok","26936","Centre Back",1983-09-15,32,"20","Bursaspor","right",2000000,"€  ",185,2005-09-03,"Czech Republic"
"3","Michal Kadlec","21042","Centre Back",1984-12-13,31,"36","Fenerbahce SK","left",1400000,"€  ",185,2007-11-17,"Czech Republic"
"5","Roman Hubník","24667","Centre Back",1984-06-06,32,"941","FC Viktoria Plzen","right",400000,"€  ",192,2009-06-05,"Czech Republic"
"11","Daniel Pudil","35583","Left-Back",1985-09-27,30,"1010","Watford FC","left",1500000,"€  ",184,2007-02-07,"Czech Republic"
"8","David Limbersky","16090","Left-Back",1983-10-06,32,"941","FC Viktoria Plzen","both",1250000,"€  ",179,2009-06-05,"Czech Republic"
"2","Pavel Kaderábek","143798","Right-Back",1992-04-25,24,"533","TSG 1899 Hoffenheim","right",3500000,"€  ",182,2014-05-21,"Czech Republic"
"4","Theodor Gebre Selassie","60632","Right-Back",1986-12-24,29,"86","SV Werder Bremen","right",2750000,"€  ",181,2011-06-04,"Czech Republic"
"12","David Pavelka","133734","Central Midfield",1991-05-18,25,"10484","Kasimpasa",NA,1500000,"€  ",185,2015-09-03,"Czech Republic"
"13","Jaroslav Plasil","8885","Central Midfield",1982-01-05,34,"40","FC Girondins Bordeaux","right",1000000,"€  ",182,2004-03-31,"Czech Republic"
"22","Vladimír Darida","179643","Attacking Midfield",1990-08-08,25,"44","Hertha BSC","both",10000000,"€  ",171,2012-05-26,"Czech Republic"
"14","Daniel Kolar","43246","Attacking Midfield",1985-10-27,30,"941","FC Viktoria Plzen","right",1500000,"€  ",180,2009-06-05,"Czech Republic"
"10","Tomás Rosicky","132","Attacking Midfield",1980-10-04,35,"11","Arsenal FC","both",1000000,"€  ",179,2000-02-23,"Czech Republic"
"19","Ladislav Krejcí","140206","Left Wing",1992-07-05,23,"197","AC Sparta Praha","left",4000000,"€  ",180,2012-11-14,"Czech Republic"
"9","Borek Dockal","62983","Right Wing",1988-09-30,27,"197","AC Sparta Praha","right",3000000,"€  ",182,2012-11-14,"Czech Republic"
"20","Jirí Skalák","148734","Right Wing",1992-03-12,24,"1237","Brighton & Hove Albion","right",1500000,"€  ",176,2015-09-03,"Czech Republic"
"18","Josef Sural","69978","Right Wing",1990-05-30,26,"197","AC Sparta Praha","right",1750000,"€  ",184,2013-11-15,"Czech Republic"
"7","Tomas Necid","39665","Centre Forward",1989-08-13,26,"20","Bursaspor","right",4500000,"€  ",191,2008-11-19,"Czech Republic"
"21","David Lafata","5077","Centre Forward",1981-09-18,34,"197","AC Sparta Praha","right",1000000,"€  ",180,2006-09-02,"Czech Republic"
"15","Milan Skoda","63047","Centre Forward",1986-01-16,30,"62","SK Slavia Prag","right",900000,"€  ",190,2015-06-12,"Czech Republic"
"12","Ciprian Tatarusanu","55282","Keeper",1986-02-09,30,"430","ACF Fiorentina","right",5000000,"€  ",198,2010-11-17,"Romania"
"1","Costel Pantilimon","47659","Keeper",1987-02-01,29,"1010","Watford FC","right",4500000,"€  ",202,2008-11-19,"Romania"
"23","Silviu Lung Jr.","73731","Keeper",1989-06-04,27,"13499","Astra Giurgiu","right",2500000,"€  ",189,2010-06-05,"Romania"
"6","Vlad Chiriches","123261","Centre Back",1989-11-14,26,"6195","SSC Napoli","right",5500000,"€  ",184,2011-08-10,"Romania"
"15","Valerica Gaman","47576","Centre Back",1989-02-25,27,"13499","Astra Giurgiu","right",2200000,"€  ",188,2011-11-11,"Romania"
"21","Dragos Grigore","95182","Centre Back",1986-09-07,29,"4630","Al-Sailiya Sport Club","right",1500000,"€  ",185,2011-02-09,"Romania"
"4","Cosmin Moti","26675","Centre Back",1984-12-03,31,"31614","PFK Ludogorets Razgrad","right",1250000,"€  ",183,2008-02-06,"Romania"
"16","Steliano Filip","181501","Left-Back",1994-05-15,22,"312","Dinamo Bukarest","left",1250000,"€  ",177,2015-11-17,"Romania"
"3","Razvan Rat","14940","Left-Back",1981-05-26,35,"367","Rayo Vallecano","left",500000,"€  ",179,2002-02-13,"Romania"
"2","Alexandru Matel","48767","Right-Back",1989-10-17,26,"419","GNK Dinamo Zagreb","right",1000000,"€  ",177,2011-09-02,"Romania"
"22","Cristian Sapunaru","25942","Right-Back",1984-04-05,32,"8715","Pandurii Targu Jiu ","right",1000000,"€  ",187,2008-05-31,"Romania"
"8","Mihai Pintilii","48890","Defensive Midfield",1984-11-09,31,"301","Steaua Bucharest","right",1000000,"€  ",181,2011-08-10,"Romania"
"5","Ovidiu Hoban","81484","Defensive Midfield",1982-12-27,33,"2976","Hapoel Beer Sheva","right",800000,"€  ",182,2013-06-04,"Romania"
"18","Andrei Prepelita","37933","Central Midfield",1985-12-08,30,"31614","PFK Ludogorets Razgrad","both",1900000,"€  ",178,2014-09-07,"Romania"
"17","Lucian Sanmartean","9733","Central Midfield",1980-03-13,36,"8023","Al-Ittihad Jeddah","right",300000,"€  ",176,2002-11-20,"Romania"
"10","Nicolae Stanciu","148372","Attacking Midfield",1993-05-07,23,"301","Steaua Bucharest","right",3500000,"€  ",170,2016-03-23,"Romania"
"20","Adrian Popa","104062","Right Wing",1988-07-24,27,"301","Steaua Bucharest","right",2000000,"€  ",170,2012-10-16,"Romania"
"7","Alexandru Chipciu","64126","Left Wing",1989-05-18,27,"301","Steaua Bucharest","right",2000000,"€  ",176,2011-08-10,"Romania"
"11","Gabriel Torje","47184","Right Wing",1989-11-22,26,"2944","Osmanlispor FK","both",4000000,"€  ",167,2010-09-03,"Romania"
"13","Claudiu Keserü","25115","Centre Forward",1986-12-02,29,"31614","PFK Ludogorets Razgrad","left",4000000,"€  ",180,2013-10-11,"Romania"
"19","Bogdan Stancu","46658","Centre Forward",1987-06-28,28,"820","Genclerbirligi Ankara","right",4000000,"€  ",183,2010-08-11,"Romania"
"9","Denis Alibec","81396","Centre Forward",1991-01-05,25,"13499","Astra Giurgiu","left",2500000,"€  ",187,2015-10-11,"Romania"
"14","Florin Andone","177065","Centre Forward",1993-04-11,23,"993","Córdoba CF","right",2500000,"€  ",182,2015-06-13,"Romania"
"1","Etrit Berisha","77825","Keeper",1989-03-10,27,"398","SS Lazio","left",4000000,"€  ",194,2012-05-27,"Albania"
"23","Alban Hoxha","60388","Keeper",1987-11-23,28,"4040","FK Partizani Tiranë","right",575000,"€  ",188,2015-11-16,"Albania"
"12","Orges Shehi","60340","Keeper",1977-09-25,38,"12469","KF Skënderbeu Korçë",NA,125000,"€  ",182,2012-02-29,"Albania"
"15","Mergim Mavraj","38267","Centre Back",1986-06-09,30,"3","1. FC Köln","left",1750000,"€  ",189,2012-05-22,"Albania"
"18","Arlind Ajeti","159288","Centre Back",1993-09-25,22,"8970","Frosinone Calcio","right",1500000,"€  ",184,2014-11-14,"Albania"
"5","Lorik Cana","12149","Centre Back",1983-07-27,32,"995","FC Nantes","right",1000000,"€  ",186,2003-06-11,"Albania"
"3","Ermir Lenjani","66052","Left-Back",1989-08-05,26,"995","FC Nantes","left",1250000,"€  ",175,2013-11-15,"Albania"
"17","Naser Aliji","172982","Left-Back",1993-12-27,22,"26","FC Basel 1893","left",700000,"€  ",177,2015-06-13,"Albania"
"7","Ansi Agolli","32749","Left-Back",1982-10-11,33,"10625","Qarabag Agdam","both",300000,"€  ",179,2005-09-03,"Albania"
"4","Elseid Hysaj","200056","Right-Back",1994-02-02,22,"6195","SSC Napoli","right",12000000,"€  ",182,2013-02-06,"Albania"
"6","Frédéric Veseli","111433","Right-Back",1992-11-20,23,"2790","FC Lugano","right",800000,"€  ",183,2015-11-16,"Albania"
"14","Taulant Xhaka","113125","Defensive Midfield",1991-03-28,25,"26","FC Basel 1893","right",4000000,"€  ",175,2014-09-07,"Albania"
"20","Ergys Kace","173405","Defensive Midfield",1993-07-08,22,"1091","PAOK Thessaloniki","right",3000000,"€  ",170,2013-06-07,"Albania"
"22","Amir Abrashi","66005","Defensive Midfield",1990-03-27,26,"60","SC Freiburg","right",2500000,"€  ",172,2013-08-14,"Albania"
"8","Migjen Basha","33042","Defensive Midfield",1987-01-05,29,"1047","Calcio Como","right",800000,"€  ",180,2013-03-22,"Albania"
"2","Andi Lila","47435","Defensive Midfield",1986-02-12,30,"2671","PAS Giannina","right",700000,"€  ",186,2007-11-21,"Albania"
"13","Burim Kukeli","65418","Defensive Midfield",1984-01-16,32,"260","FC Zürich","left",500000,"€  ",180,2012-09-07,"Albania"
"9","Ledian Memushaj","139634","Central Midfield",1986-12-07,29,"2921","Delfino Pescara 1936","right",2000000,"€  ",175,2010-11-17,"Albania"
"21","Odise Roshi","99003","Right Wing",1991-05-22,25,"144","HNK Rijeka","right",350000,"€  ",187,2011-10-07,"Albania"
"11","Shkelzen Gashi","32704","Left Wing",1988-07-15,27,"1247","Colorado Rapids","left",2750000,"€  ",182,2013-08-14,"Albania"
"16","Sokol Cikalleshi","99047","Centre Forward",1990-07-27,25,"6890","Medipol Basaksehir","right",2800000,"€  ",185,2014-05-31,"Albania"
"19","Bekim Balaj","99137","Centre Forward",1991-01-11,25,"144","HNK Rijeka","right",2000000,"€  ",186,2012-11-14,"Albania"
"10","Armando Sadiku","140082","Centre Forward",1991-05-27,25,"163","FC Vaduz","right",750000,"€  ",186,2012-02-29,"Albania"
"12","Ögmundur Kristinsson","103444","Keeper",1989-06-19,27,"1059","Hammarby IF","right",500000,"€  ",193,2014-06-04,"Iceland"
"1","Hannes Thór Halldórsson","103440","Keeper",1984-04-27,32,"501","FK Bodø/Glimt","right",400000,"€  ",193,2011-09-06,"Iceland"
"13","Ingvar Jónsson","110581","Keeper",1989-10-18,26,"6399","Sandefjord Fotball","right",200000,"€  ",189,2014-11-12,"Iceland"
"6","Ragnar Sigurdsson","46478","Centre Back",1986-06-19,30,"16704","FK Krasnodar","right",6000000,"€  ",187,2007-08-22,"Iceland"
"5","Sverrir Ingi Ingason","137648","Centre Back",1993-08-05,22,"498","KSC Lokeren","right",1000000,"€  ",188,2014-01-21,"Iceland"
"19","Hördur Magnússon","130353","Centre Back",1993-02-11,23,"1429","AC Cesena","left",600000,"€  ",190,2014-11-12,"Iceland"
"14","Kári Árnason","30338","Centre Back",1982-10-13,33,"496","Malmö FF","right",500000,"€  ",190,2005-03-30,"Iceland"
"4","Hjörtur Hermannsson","187147","Centre Back",1995-02-08,21,"801","IFK Göteborg","right",300000,"€  ",189,2016-01-31,"Iceland"
"23","Ari Freyr Skúlason","42948","Left-Back",1987-05-14,29,"173","Odense Boldklub","both",700000,"€  ",170,2009-11-10,"Iceland"
"3","Haukur Heidar Hauksson","117079","Right-Back",1991-09-01,24,"272","AIK Solna","right",700000,"€  ",187,2015-01-19,"Iceland"
"2","Birkir Már Saevarsson","51188","Right-Back",1984-11-11,31,"1059","Hammarby IF","right",500000,"€  ",187,2007-06-02,"Iceland"
"16","Rúnar Már Sigurjónsson","90008","Defensive Midfield",1990-06-18,26,"2843","GIF Sundsvall","right",750000,"€  ",178,2012-11-14,"Iceland"
"17","Aron Gunnarsson","63821","Central Midfield",1989-04-22,27,"603","Cardiff City","right",2500000,"€  ",177,2008-02-02,"Iceland"
"20","Emil Hallfredsson","22673","Central Midfield",1984-06-29,31,"410","Udinese Calcio","left",2000000,"€  ",185,2005-03-30,"Iceland"
"8","Birkir Bjarnason","34453","Right Midfield",1988-05-27,28,"26","FC Basel 1893","right",2500000,"€  ",184,2010-05-29,"Iceland"
"21","Arnór Ingvi Traustason","153237","Left Midfield",1993-04-30,23,"2844","IFK Norrköping","right",1250000,"€  ",182,2015-11-13,"Iceland"
"18","Elmar Bjarnason","29390","Left Midfield",1987-03-04,29,"678","Aarhus GF","both",600000,"€  ",182,2007-06-02,"Iceland"
"10","Gylfi Sigurdsson","90466","Attacking Midfield",1989-09-09,26,"2288","Swansea City","right",13000000,"€  ",186,2010-05-29,"Iceland"
"7","Johann Berg Gudmundsson","89231","Right Wing",1990-10-27,25,"358","Charlton Athletic","left",2000000,"€  ",186,2008-08-20,"Iceland"
"11","Alfred Finnbogason","90024","Centre Forward",1989-02-01,27,"167","FC Augsburg","right",5000000,"€  ",184,2010-03-21,"Iceland"
"9","Kolbeinn Sigthórsson","52246","Centre Forward",1990-03-14,26,"995","FC Nantes","right",2750000,"€  ",185,2010-03-21,"Iceland"
"15","Jón Dadi Bödvarsson","114090","Centre Forward",1992-05-25,24,"2","1.FC Kaiserslautern","right",800000,"€  ",190,2012-11-14,"Iceland"
"22","Eidur Gudjohnsen","3176","Centre Forward",1978-09-15,37,"687","Molde FK","right",200000,"€  ",185,1996-04-24,"Iceland"
"1","Michael McGovern","29391","Keeper",1984-07-12,31,"2999","Hamilton Academical FC","right",500000,"€  ",190,2010-05-31,"Northern Ireland"
"23","Alan Mannus","62855","Keeper",1982-05-19,34,"2578","St. Johnstone FC","right",450000,"€  ",181,2004-06-06,"Northern Ireland"
"12","Roy Carroll","3534","Keeper",1977-09-30,38,"3471","Linfield FC","right",150000,"€  ",189,1997-05-21,"Northern Ireland"
"5","Jonny Evans","42412","Centre Back",1988-01-03,28,"984","West Bromwich Albion","both",6000000,"€  ",189,2006-09-06,"Northern Ireland"
"17","Patrick McNair","167268","Centre Back",1995-04-27,21,"985","Manchester United","right",4500000,"€  ",184,2015-03-25,"Northern Ireland"
"20","Craig Cathcart","59606","Centre Back",1989-02-06,27,"1010","Watford FC","right",4000000,"€  ",188,2010-09-03,"Northern Ireland"
"4","Gareth McAuley","40567","Centre Back",1979-12-05,36,"984","West Bromwich Albion","right",1000000,"€  ",191,2005-06-04,"Northern Ireland"
"18","Aaron Hughes","3580","Centre Back",1979-11-08,36,"25580","Melbourne City FC","right",350000,"€  ",183,1998-03-25,"Northern Ireland"
"15","Luke McCullough","174247","Centre Back",1994-02-15,22,"2454","Doncaster Rovers","right",250000,"€  ",189,2014-06-04,"Northern Ireland"
"3","Shane Ferguson","62052","Left-Back",1991-07-12,24,"1028","Millwall FC","left",750000,"€  ",175,2009-06-06,"Northern Ireland"
"22","Lee Hodson","110356","Right-Back",1991-10-02,24,"991","Milton Keynes Dons","right",350000,"€  ",174,2010-11-17,"Northern Ireland"
"2","Conor McLaughlin","128419","Right-Back",1991-07-26,24,"11177","Fleetwood Town","right",250000,"€  ",183,2011-10-11,"Northern Ireland"
"6","Chris Baird","4115","Defensive Midfield",1982-02-25,34,"22","Derby County","right",500000,"€  ",185,2003-06-03,"Northern Ireland"
"8","Steven Davis","28973","Central Midfield",1985-01-01,31,"180","Southampton FC","right",6000000,"€  ",172,2005-02-09,"Northern Ireland"
"16","Oliver Norwood","73547","Central Midfield",1991-04-12,25,"1032","Reading FC","right",2000000,"€  ",180,2010-08-11,"Northern Ireland"
"13","Corry Evans","73501","Central Midfield",1990-07-30,25,"164","Blackburn Rovers","right",1250000,"€  ",180,2009-06-06,"Northern Ireland"
"14","Stuart Dallas","158764","Left Midfield",1991-04-19,25,"399","Leeds United",NA,1500000,"€  ",183,2011-05-27,"Northern Ireland"
"19","Jamie Ward","48692","Left Wing",1986-05-12,30,"703","Nottingham Forest","right",1750000,"€  ",165,2011-08-10,"Northern Ireland"
"7","Niall McGinn","68321","Left Wing",1987-07-20,28,"370","Aberdeen FC","both",750000,"€  ",183,2008-11-19,"Northern Ireland"
"10","Kyle Lafferty","36884","Centre Forward",1987-09-16,28,"1123","Norwich City","right",2000000,"€  ",193,2006-05-21,"Northern Ireland"
"11","Conor Washington","249815","Centre Forward",1992-05-18,24,"1039","Queens Park Rangers",NA,2000000,"€  ",178,2016-03-24,"Northern Ireland"
"9","Will Grigg","106676","Centre Forward",1991-07-03,24,"1071","Wigan Athletic","right",1500000,"€  ",180,2012-06-02,"Northern Ireland"
"21","Josh Magennis","63223","Centre Forward",1990-08-15,25,"2553","Kilmarnock FC","right",300000,"€  ",188,2010-05-26,"Northern Ireland"
"12","Dénes Dibusz","162695","Keeper",1990-11-16,25,"279","Ferencváros Budapest","right",1200000,"€  ",188,2014-10-14,"Hungary"
"22","Péter Gulácsi","57071","Keeper",1990-05-06,26,"23826","RasenBallsport Leipzig","right",700000,"€  ",190,2014-05-22,"Hungary"
"1","Gábor Király","342","Keeper",1976-04-01,40,"649","Szombathelyi Haladás","left",250000,"€  ",191,1998-03-25,"Hungary"
"23","Roland Juhász","33868","Centre Back",1983-07-01,32,"11107","Videoton FC","right",1000000,"€  ",194,2004-04-25,"Hungary"
"2","Ádám Lang","168088","Centre Back",1993-01-17,23,"11107","Videoton FC","right",800000,"€  ",188,2014-05-22,"Hungary"
"20","Richárd Guzmics","86116","Centre Back",1987-04-16,29,"422","Wisla Kraków","right",750000,"€  ",190,2012-11-14,"Hungary"
"4","Tamás Kádár","64313","Left-Back",1990-03-14,26,"238","Lech Poznan","left",750000,"€  ",188,2010-11-17,"Hungary"
"3","Mihály Korhut","105776","Left-Back",1988-12-10,27,"84","Debreceni VSC","left",650000,"€  ",181,2014-05-22,"Hungary"
"5","Attila Fiola","108669","Right-Back",1990-02-17,26,"37169","Puskás Akadémia FC","right",750000,"€  ",182,2014-10-14,"Hungary"
"21","Barnabás Bese","148809","Right-Back",1994-05-06,22,"634","MTK Budapest","right",600000,"€  ",188,2016-06-04,"Hungary"
"8","Ádám Nagy","368559","Defensive Midfield",1995-06-17,21,"279","Ferencváros Budapest","both",1500000,"€  ",175,2015-09-07,"Hungary"
"6","Ákos Elek","103533","Defensive Midfield",1988-07-21,27,"9241","Diósgyöri VTK","left",1000000,"€  ",193,2010-06-05,"Hungary"
"16","Ádám Pintér","63209","Defensive Midfield",1988-06-12,28,"279","Ferencváros Budapest","right",750000,"€  ",190,2010-10-12,"Hungary"
"10","Zoltán Gera","18324","Central Midfield",1979-04-22,37,"279","Ferencváros Budapest","both",500000,"€  ",183,2002-02-13,"Hungary"
"15","László Kleinheisler","220656","Attacking Midfield",1994-04-08,22,"86","SV Werder Bremen","right",600000,"€  ",173,2015-11-12,"Hungary"
"18","Zoltán Stieber","61591","Left Wing",1988-10-16,27,"4","1.FC Nuremberg","left",800000,"€  ",175,2011-09-02,"Hungary"
"14","Gergő Lovrencsics","110746","Right Wing",1988-09-01,27,"238","Lech Poznan","right",650000,"€  ",177,2013-06-06,"Hungary"
"7","Balázs Dzsudzsák","35004","Right Wing",1986-12-23,29,"20","Bursaspor","left",4250000,"€  ",179,2007-06-02,"Hungary"
"17","Nemanja Nikolics","102281","Centre Forward",1987-12-31,28,"255","Legia Warszawa","both",3500000,"€  ",180,2013-10-11,"Hungary"
"9","Ádám Szalai","39106","Centre Forward",1987-12-09,28,"42","Hannover 96","right",1500000,"€  ",193,2009-02-11,"Hungary"
"11","Krisztián Németh","48262","Centre Forward",1989-01-05,27,"6297","Al-Gharafa Sports Club","right",1400000,"€  ",180,2010-05-29,"Hungary"
"13","Dániel Böde","93492","Centre Forward",1986-10-21,29,"279","Ferencváros Budapest","right",800000,"€  ",190,2013-02-06,"Hungary"
"19","Tamás Priskin","43716","Centre Forward",1986-09-27,29,"540","Slovan Bratislava","right",600000,"€  ",189,2005-08-17,"Hungary"
