"position","date_of_birth","caps","goals","club","player_url","name","club_name_detailed","club_url","country","wikidata_item","position_id","club_wikidata_item","club_wikidata_id"
"Midfield","1985-01-01",83,8,"Southampton","https://en.wikipedia.org/wiki/Steven_Davis","Steven Davis","Southampton F.C.","https://en.wikipedia.org/wiki/Southampton_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q355807",3,"https://www.wikidata.org/wiki/Q18732","Q18732"
"Forward","1991-07-03",8,1,"Wigan Athletic","https://en.wikipedia.org/wiki/Will_Grigg","Will Grigg","Wigan Athletic F.C.","https://en.wikipedia.org/wiki/Wigan_Athletic_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q5660741",4,"https://www.wikidata.org/wiki/Q18750","Q18750"
"Forward","1987-09-16",51,17,"Birmingham City","https://en.wikipedia.org/wiki/Kyle_Lafferty","Kyle Lafferty","Birmingham City F.C.","https://en.wikipedia.org/wiki/Birmingham_City_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q1369793",4,"https://www.wikidata.org/wiki/Q19444","Q19444"
"Forward","1992-05-18",4,2,"Queens Park Rangers","https://en.wikipedia.org/wiki/Conor_Washington","Conor Washington","Queens Park Rangers F.C.","https://en.wikipedia.org/wiki/Queens_Park_Rangers_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q16235149",4,"https://www.wikidata.org/wiki/Q18723","Q18723"
"Goalkeeper","1977-09-30",44,0,"Notts County","https://en.wikipedia.org/wiki/Roy_Carroll","Roy Carroll","Notts County F.C.","https://en.wikipedia.org/wiki/Notts_County_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q258824",1,"https://www.wikidata.org/wiki/Q19598","Q19598"
"Midfield","1990-07-30",34,1,"Blackburn Rovers","https://en.wikipedia.org/wiki/Corry_Evans","Corry Evans","Blackburn Rovers F.C.","https://en.wikipedia.org/wiki/Blackburn_Rovers_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q853594",3,"https://www.wikidata.org/wiki/Q19446","Q19446"
"Midfield","1991-04-19",13,1,"Leeds United","https://en.wikipedia.org/wiki/Stuart_Dallas","Stuart Dallas","Leeds United F.C.","https://en.wikipedia.org/wiki/Leeds_United_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q3976225",3,"https://www.wikidata.org/wiki/Q1128631","Q1128631"
"Defender","1994-02-15",5,0,"Doncaster Rovers","https://en.wikipedia.org/wiki/Luke_McCullough","Luke McCullough","Doncaster Rovers F.C.","https://en.wikipedia.org/wiki/Doncaster_Rovers_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q15976362",2,"https://www.wikidata.org/wiki/Q19589","Q19589"
"Midfield","1991-04-12",34,0,"Reading","https://en.wikipedia.org/wiki/Oliver_Norwood","Oliver Norwood","Reading F.C.","https://en.wikipedia.org/wiki/Reading_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q920425",3,"https://www.wikidata.org/wiki/Q18729","Q18729"
"Defender","1995-04-27",9,0,"Manchester United","https://en.wikipedia.org/wiki/Paddy_McNair","Paddy McNair","Manchester United F.C.","https://en.wikipedia.org/wiki/Manchester_United_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q18142105",2,"https://www.wikidata.org/wiki/Q18656","Q18656"
"Defender","1979-11-08",100,1,"Melbourne City","https://en.wikipedia.org/wiki/Aaron_Hughes","Aaron Hughes","Melbourne City FC","https://en.wikipedia.org/wiki/Melbourne_City_FC","Northern Ireland","https://www.wikidata.org/wiki/Q302130",2,"https://www.wikidata.org/wiki/Q748725","Q748725"
"Midfield","1986-05-12",22,2,"Nottingham Forest","https://en.wikipedia.org/wiki/Jamie_Ward","Jamie Ward","Nottingham Forest F.C.","https://en.wikipedia.org/wiki/Nottingham_Forest_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q328479",3,"https://www.wikidata.org/wiki/Q19490","Q19490"
"Defender","1989-02-06",28,2,"Watford","https://en.wikipedia.org/wiki/Craig_Cathcart","Craig Cathcart","Watford F.C.","https://en.wikipedia.org/wiki/Watford_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q458316",2,"https://www.wikidata.org/wiki/Q2714","Q2714"
"Forward","1990-05-15",19,1,"Kilmarnock","https://en.wikipedia.org/wiki/Josh_Magennis","Josh Magennis","Kilmarnock F.C.","https://en.wikipedia.org/wiki/Kilmarnock_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q3185990",4,"https://www.wikidata.org/wiki/Q210961","Q210961"
"Defender","1991-10-02",16,0,"Milton Keynes Dons","https://en.wikipedia.org/wiki/Lee_Hodson","Lee Hodson","Milton Keynes Dons F.C.","https://en.wikipedia.org/wiki/Milton_Keynes_Dons_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q10715",2,"https://www.wikidata.org/wiki/Q248188","Q248188"
"Goalkeeper","1982-05-19",8,0,"St Johnstone","https://en.wikipedia.org/wiki/Alan_Mannus","Alan Mannus","St Johnstone F.C.","https://en.wikipedia.org/wiki/St_Johnstone_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q1759443",1,"https://www.wikidata.org/wiki/Q268776","Q268776"
"Goalkeeper","1981-05-20",167,0,"Porto","https://en.wikipedia.org/wiki/Iker_Casillas","Iker Casillas","FC Porto","https://en.wikipedia.org/wiki/FC_Porto","Spain","https://www.wikidata.org/wiki/Q11584",1,"https://www.wikidata.org/wiki/Q128446","Q128446"
"Defender","1989-08-28",15,0,"Chelsea","https://en.wikipedia.org/wiki/C%C3%A9sar_Azpilicueta","César Azpilicueta","Chelsea F.C.","https://en.wikipedia.org/wiki/Chelsea_F.C.","Spain","https://www.wikidata.org/wiki/Q294806",2,"https://www.wikidata.org/wiki/Q9616","Q9616"
"Defender","1987-02-02",77,4,"Barcelona","https://en.wikipedia.org/wiki/Gerard_Piqu%C3%A9","Gerard Piqué","FC Barcelona","https://en.wikipedia.org/wiki/FC_Barcelona","Spain","https://www.wikidata.org/wiki/Q17507",2,"https://www.wikidata.org/wiki/Q7156","Q7156"
"Defender","1991-01-15",10,0,"Barcelona","https://en.wikipedia.org/wiki/Marc_Bartra","Marc Bartra","FC Barcelona","https://en.wikipedia.org/wiki/FC_Barcelona","Spain","https://www.wikidata.org/wiki/Q310625",2,"https://www.wikidata.org/wiki/Q7156","Q7156"
"Midfield","1988-07-16",84,2,"Barcelona","https://en.wikipedia.org/wiki/Sergio_Busquets","Sergio Busquets","FC Barcelona","https://en.wikipedia.org/wiki/FC_Barcelona","Spain","https://www.wikidata.org/wiki/Q49704",3,"https://www.wikidata.org/wiki/Q7156","Q7156"
"Midfield","1984-05-11",109,13,"Barcelona","https://en.wikipedia.org/wiki/Andr%C3%A9s_Iniesta","Andrés Iniesta","FC Barcelona","https://en.wikipedia.org/wiki/FC_Barcelona","Spain","https://www.wikidata.org/wiki/Q43729",3,"https://www.wikidata.org/wiki/Q7156","Q7156"
"Forward","1992-10-23",9,3,"Juventus","https://en.wikipedia.org/wiki/%C3%81lvaro_Morata","Álvaro Morata","Juventus F.C.","https://en.wikipedia.org/wiki/Juventus_F.C.","Spain","https://www.wikidata.org/wiki/Q48770",4,"https://www.wikidata.org/wiki/Q1422","Q1422"
"Midfield","1992-01-08",23,0,"Atlético Madrid","https://en.wikipedia.org/wiki/Koke_(footballer,_born_1992)","Koke","Atlético Madrid","https://en.wikipedia.org/wiki/Atl%C3%A9tico_Madrid","Spain","https://www.wikidata.org/wiki/Q276091",3,"https://www.wikidata.org/wiki/Q8701","Q8701"
"Forward","1991-07-01",1,0,"Real Madrid","https://en.wikipedia.org/wiki/Lucas_V%C3%A1zquez","Lucas Vázquez","Real Madrid C.F.","https://en.wikipedia.org/wiki/Real_Madrid_C.F.","Spain","https://www.wikidata.org/wiki/Q5981954",4,"https://www.wikidata.org/wiki/Q8682","Q8682"
"Midfield","1987-05-04",106,15,"Chelsea","https://en.wikipedia.org/wiki/Cesc_F%C3%A0bregas","Cesc Fàbregas","Chelsea F.C.","https://en.wikipedia.org/wiki/Chelsea_F.C.","Spain","https://www.wikidata.org/wiki/Q17499",3,"https://www.wikidata.org/wiki/Q9616","Q9616"
"Forward","1987-07-28",58,17,"Chelsea","https://en.wikipedia.org/wiki/Pedro_(footballer,_born_July_1987)","Pedro","Chelsea F.C.","https://en.wikipedia.org/wiki/Chelsea_F.C.","Spain","https://www.wikidata.org/wiki/Q179773",4,"https://www.wikidata.org/wiki/Q9616","Q9616"
"Defender","1995-03-19",3,0,"Arsenal","https://en.wikipedia.org/wiki/H%C3%A9ctor_Beller%C3%ADn","Héctor Bellerín","Arsenal F.C.","https://en.wikipedia.org/wiki/Arsenal_F.C.","Spain","https://www.wikidata.org/wiki/Q14947422",2,"https://www.wikidata.org/wiki/Q9617","Q9617"
"Goalkeeper","1990-11-07",9,0,"Manchester United","https://en.wikipedia.org/wiki/David_de_Gea","David de Gea","Manchester United F.C.","https://en.wikipedia.org/wiki/Manchester_United_F.C.","Spain","https://www.wikidata.org/wiki/Q150268",1,"https://www.wikidata.org/wiki/Q18656","Q18656"
"Midfield","1991-04-11",10,0,"Bayern Munich","https://en.wikipedia.org/wiki/Thiago_Alc%C3%A2ntara","Thiago Alcântara","FC Bayern Munich","https://en.wikipedia.org/wiki/FC_Bayern_Munich","Spain","https://www.wikidata.org/wiki/Q17493",3,"https://www.wikidata.org/wiki/Q15789","Q15789"
"Defender","1986-03-30",132,10,"Real Madrid","https://en.wikipedia.org/wiki/Sergio_Ramos","Sergio Ramos","Real Madrid C.F.","https://en.wikipedia.org/wiki/Real_Madrid_C.F.","Spain","https://www.wikidata.org/wiki/Q483309",2,"https://www.wikidata.org/wiki/Q8682","Q8682"
"Defender","1985-01-09",18,0,"Atlético Madrid","https://en.wikipedia.org/wiki/Juanfran_(footballer,_born_1985)","Juanfran","Atlético Madrid","https://en.wikipedia.org/wiki/Atl%C3%A9tico_Madrid","Spain","https://www.wikidata.org/wiki/Q210914",2,"https://www.wikidata.org/wiki/Q8701","Q8701"
"Defender","1989-05-30",7,0,"Athletic Bilbao","https://en.wikipedia.org/wiki/Mikel_San_Jos%C3%A9","Mikel San José","Athletic Bilbao","https://en.wikipedia.org/wiki/Athletic_Bilbao","Spain","https://www.wikidata.org/wiki/Q312437",2,"https://www.wikidata.org/wiki/Q8687","Q8687"
"Defender","1989-03-21",43,6,"Barcelona","https://en.wikipedia.org/wiki/Jordi_Alba","Jordi Alba","FC Barcelona","https://en.wikipedia.org/wiki/FC_Barcelona","Spain","https://www.wikidata.org/wiki/Q187159",2,"https://www.wikidata.org/wiki/Q7156","Q7156"
"Midfield","1984-06-12",8,0,"Villarreal","https://en.wikipedia.org/wiki/Bruno_Soriano","Bruno Soriano","Villarreal CF","https://en.wikipedia.org/wiki/Villarreal_CF","Spain","https://www.wikidata.org/wiki/Q370395",3,"https://www.wikidata.org/wiki/Q12297","Q12297"
"Forward","1981-02-11",6,1,"Athletic Bilbao","https://en.wikipedia.org/wiki/Aritz_Aduriz","Aritz Aduriz","Athletic Bilbao","https://en.wikipedia.org/wiki/Athletic_Bilbao","Spain","https://www.wikidata.org/wiki/Q54105",4,"https://www.wikidata.org/wiki/Q8687","Q8687"
"Midfield","1986-01-08",99,24,"Manchester City","https://en.wikipedia.org/wiki/David_Silva","David Silva","Manchester City F.C.","https://en.wikipedia.org/wiki/Manchester_City_F.C.","Spain","https://www.wikidata.org/wiki/Q161069",3,"https://www.wikidata.org/wiki/Q50602","Q50602"
"Forward","1986-10-15",9,4,"Celta Vigo","https://en.wikipedia.org/wiki/Nolito","Nolito","Celta de Vigo","https://en.wikipedia.org/wiki/Celta_de_Vigo","Spain","https://www.wikidata.org/wiki/Q456617",4,"https://www.wikidata.org/wiki/Q8749","Q8749"
"Goalkeeper","1993-09-01",1,0,"Sevilla","https://en.wikipedia.org/wiki/Sergio_Rico","Sergio Rico","Sevilla FC","https://en.wikipedia.org/wiki/Sevilla_FC","Spain","https://www.wikidata.org/wiki/Q6125605",1,"https://www.wikidata.org/wiki/Q10329","Q10329"
"Goalkeeper","1982-05-20",121,0,"Arsenal","https://en.wikipedia.org/wiki/Petr_%C4%8Cech","Petr Čech","Arsenal F.C.","https://en.wikipedia.org/wiki/Arsenal_F.C.","Czech Republic","https://www.wikidata.org/wiki/Q483137",1,"https://www.wikidata.org/wiki/Q9617","Q9617"
"Defender","1992-04-25",18,2,"1899 Hoffenheim","https://en.wikipedia.org/wiki/Pavel_Kade%C5%99%C3%A1bek","Pavel Kadeřábek","TSG 1899 Hoffenheim","https://en.wikipedia.org/wiki/TSG_1899_Hoffenheim","Czech Republic","https://www.wikidata.org/wiki/Q3898288",2,"https://www.wikidata.org/wiki/Q22707","Q22707"
"Defender","1984-12-13",65,8,"Fenerbahçe","https://en.wikipedia.org/wiki/Michal_Kadlec","Michal Kadlec","Fenerbahçe SK (football)","https://en.wikipedia.org/wiki/Fenerbah%C3%A7e_SK_(football)","Czech Republic","https://www.wikidata.org/wiki/Q294990",2,"https://www.wikidata.org/wiki/Q6601875","Q6601875"
"Defender","1986-12-24",36,1,"Werder Bremen","https://en.wikipedia.org/wiki/Theodor_Gebre_Selassie","Theodor Gebre Selassie","SV Werder Bremen","https://en.wikipedia.org/wiki/SV_Werder_Bremen","Czech Republic","https://www.wikidata.org/wiki/Q299750",2,"https://www.wikidata.org/wiki/Q51976","Q51976"
"Defender","1984-06-06",26,3,"Viktoria Plzeň","https://en.wikipedia.org/wiki/Roman_Hubn%C3%ADk","Roman Hubník","FC Viktoria Plzeň","https://en.wikipedia.org/wiki/FC_Viktoria_Plze%C5%88","Czech Republic","https://www.wikidata.org/wiki/Q313952",2,"https://www.wikidata.org/wiki/Q206838","Q206838"
"Defender","1983-09-15",55,5,"Bursaspor","https://en.wikipedia.org/wiki/Tom%C3%A1%C5%A1_Sivok","Tomáš Sivok","Bursaspor","https://en.wikipedia.org/wiki/Bursaspor","Czech Republic","https://www.wikidata.org/wiki/Q299762",2,"https://www.wikidata.org/wiki/Q203573","Q203573"
"Forward","1989-08-13",39,11,"Bursaspor","https://en.wikipedia.org/wiki/Tom%C3%A1%C5%A1_Necid","Tomáš Necid","Bursaspor","https://en.wikipedia.org/wiki/Bursaspor","Czech Republic","https://www.wikidata.org/wiki/Q299736",4,"https://www.wikidata.org/wiki/Q203573","Q203573"
"Defender","1983-10-06",38,1,"Viktoria Plzeň","https://en.wikipedia.org/wiki/David_Limbersk%C3%BD","David Limberský","FC Viktoria Plzeň","https://en.wikipedia.org/wiki/FC_Viktoria_Plze%C5%88","Czech Republic","https://www.wikidata.org/wiki/Q334393",2,"https://www.wikidata.org/wiki/Q206838","Q206838"
"Midfield","1988-09-30",24,6,"Sparta Prague","https://en.wikipedia.org/wiki/Bo%C5%99ek_Do%C4%8Dkal","Bořek Dočkal","AC Sparta Prague","https://en.wikipedia.org/wiki/AC_Sparta_Prague","Czech Republic","https://www.wikidata.org/wiki/Q388835",3,"https://www.wikidata.org/wiki/Q193481","Q193481"
"Midfield","1980-10-04",103,23,"Arsenal","https://en.wikipedia.org/wiki/Tom%C3%A1%C5%A1_Rosick%C3%BD","Tomáš Rosický","Arsenal F.C.","https://en.wikipedia.org/wiki/Arsenal_F.C.","Czech Republic","https://www.wikidata.org/wiki/Q29162",3,"https://www.wikidata.org/wiki/Q9617","Q9617"
"Midfield","1985-09-27",32,2,"Sheffield Wednesday","https://en.wikipedia.org/wiki/Daniel_Pudil","Daniel Pudil","Sheffield Wednesday F.C.","https://en.wikipedia.org/wiki/Sheffield_Wednesday_F.C.","Czech Republic","https://www.wikidata.org/wiki/Q10732",3,"https://www.wikidata.org/wiki/Q19498","Q19498"
"Forward","1986-01-16",9,3,"Slavia Prague","https://en.wikipedia.org/wiki/Milan_%C5%A0koda","Milan Škoda","SK Slavia Prague","https://en.wikipedia.org/wiki/SK_Slavia_Prague","Czech Republic","https://www.wikidata.org/wiki/Q3495784",4,"https://www.wikidata.org/wiki/Q194393","Q194393"
"Midfield","1982-01-05",100,7,"Bordeaux","https://en.wikipedia.org/wiki/Jaroslav_Pla%C5%A1il","Jaroslav Plašil","FC Girondins de Bordeaux","https://en.wikipedia.org/wiki/FC_Girondins_de_Bordeaux","Czech Republic","https://www.wikidata.org/wiki/Q193717",3,"https://www.wikidata.org/wiki/Q172476","Q172476"
"Midfield","1985-10-27",28,2,"Viktoria Plzeň","https://en.wikipedia.org/wiki/Daniel_Kol%C3%A1%C5%99","Daniel Kolář","FC Viktoria Plzeň","https://en.wikipedia.org/wiki/FC_Viktoria_Plze%C5%88","Czech Republic","https://www.wikidata.org/wiki/Q334334",3,"https://www.wikidata.org/wiki/Q206838","Q206838"
"Midfield","1991-05-18",8,0,"Kasımpaşa","https://en.wikipedia.org/wiki/David_Pavelka","David Pavelka","Kasımpaşa Spor Kulübü","https://en.wikipedia.org/wiki/Kas%C4%B1mpa%C5%9Fa_Spor_Kul%C3%BCb%C3%BC","Czech Republic","https://www.wikidata.org/wiki/Q5238456",3,"https://www.wikidata.org/wiki/Q138230","Q138230"
"Goalkeeper","1989-03-29",6,0,"Basel","https://en.wikipedia.org/wiki/Tom%C3%A1%C5%A1_Vacl%C3%ADk","Tomáš Vaclík","FC Basel","https://en.wikipedia.org/wiki/FC_Basel","Czech Republic","https://www.wikidata.org/wiki/Q1556977",1,"https://www.wikidata.org/wiki/Q189671","Q189671"
"Defender","1988-03-29",27,1,"Basel","https://en.wikipedia.org/wiki/Marek_Such%C3%BD","Marek Suchý","FC Basel","https://en.wikipedia.org/wiki/FC_Basel","Czech Republic","https://www.wikidata.org/wiki/Q266045",2,"https://www.wikidata.org/wiki/Q189671","Q189671"
"Midfield","1990-05-30",11,1,"Sparta Prague","https://en.wikipedia.org/wiki/Josef_%C5%A0ural","Josef Šural","AC Sparta Prague","https://en.wikipedia.org/wiki/AC_Sparta_Prague","Czech Republic","https://www.wikidata.org/wiki/Q1563415",3,"https://www.wikidata.org/wiki/Q193481","Q193481"
"Midfield","1992-07-05",23,4,"Sparta Prague","https://en.wikipedia.org/wiki/Ladislav_Krej%C4%8D%C3%AD","Ladislav Krejčí","AC Sparta Prague","https://en.wikipedia.org/wiki/AC_Sparta_Prague","Czech Republic","https://www.wikidata.org/wiki/Q1986401",3,"https://www.wikidata.org/wiki/Q193481","Q193481"
"Midfield","1992-03-12",10,0,"Brighton & Hove Albion","https://en.wikipedia.org/wiki/Ji%C5%99%C3%AD_Skal%C3%A1k","Jiří Skalák","Brighton & Hove Albion F.C.","https://en.wikipedia.org/wiki/Brighton_&_Hove_Albion_F.C.","Czech Republic","https://www.wikidata.org/wiki/Q6203811",3,"https://www.wikidata.org/wiki/Q19453","Q19453"
"Forward","1981-09-18",39,9,"Sparta Prague","https://en.wikipedia.org/wiki/David_Lafata","David Lafata","AC Sparta Prague","https://en.wikipedia.org/wiki/AC_Sparta_Prague","Czech Republic","https://www.wikidata.org/wiki/Q334430",4,"https://www.wikidata.org/wiki/Q193481","Q193481"
"Midfield","1990-08-08",36,1,"Hertha BSC","https://en.wikipedia.org/wiki/Vladim%C3%ADr_Darida","Vladimír Darida","Hertha BSC","https://en.wikipedia.org/wiki/Hertha_BSC","Czech Republic","https://www.wikidata.org/wiki/Q278239",3,"https://www.wikidata.org/wiki/Q102720","Q102720"
"Goalkeeper","1992-08-26",2,0,"Slovan Liberec","https://en.wikipedia.org/wiki/Tom%C3%A1%C5%A1_Koubek","Tomáš Koubek","FC Slovan Liberec","https://en.wikipedia.org/wiki/FC_Slovan_Liberec","Czech Republic","https://www.wikidata.org/wiki/Q3496583",1,"https://www.wikidata.org/wiki/Q221671","Q221671"
"Goalkeeper","1988-08-12",17,0,"İstanbul Başakşehir","https://en.wikipedia.org/wiki/Volkan_Babacan","Volkan Babacan","İstanbul Başakşehir F.K.","https://en.wikipedia.org/wiki/%C4%B0stanbul_Ba%C5%9Fak%C5%9Fehir_F.K.","Turkey","https://www.wikidata.org/wiki/Q2037568",1,"https://www.wikidata.org/wiki/Q857938","Q857938"
"Defender","1991-02-24",23,0,"Galatasaray","https://en.wikipedia.org/wiki/Semih_Kaya","Semih Kaya","Galatasaray S.K. (football)","https://en.wikipedia.org/wiki/Galatasaray_S.K._(football)","Turkey","https://www.wikidata.org/wiki/Q1366105",2,"https://www.wikidata.org/wiki/Q495299","Q495299"
"Defender","1983-03-23",46,2,"Galatasaray","https://en.wikipedia.org/wiki/Hakan_Balta","Hakan Balta","Galatasaray S.K. (football)","https://en.wikipedia.org/wiki/Galatasaray_S.K._(football)","Turkey","https://www.wikidata.org/wiki/Q31564",2,"https://www.wikidata.org/wiki/Q495299","Q495299"
"Defender","1994-06-22",4,0,"Gençlerbirliği","https://en.wikipedia.org/wiki/Ahmet_Y%C4%B1lmaz_%C3%87al%C4%B1k","Ahmet Yılmaz Çalık","Gençlerbirliği S.K.","https://en.wikipedia.org/wiki/Gen%C3%A7lerbirli%C4%9Fi_S.K.","Turkey","https://www.wikidata.org/wiki/Q13407931",2,"https://www.wikidata.org/wiki/Q641373","Q641373"
"Midfield","1988-09-05",49,2,"Borussia Dortmund","https://en.wikipedia.org/wiki/Nuri_%C5%9Eahin","Nuri Şahin","Borussia Dortmund","https://en.wikipedia.org/wiki/Borussia_Dortmund","Turkey","https://www.wikidata.org/wiki/Q75857",3,"https://www.wikidata.org/wiki/Q41420","Q41420"
"Midfield","1994-02-08",19,6,"Bayer Leverkusen","https://en.wikipedia.org/wiki/Hakan_%C3%87alhano%C4%9Flu","Hakan Çalhanoğlu","Bayer 04 Leverkusen","https://en.wikipedia.org/wiki/Bayer_04_Leverkusen","Turkey","https://www.wikidata.org/wiki/Q763465",3,"https://www.wikidata.org/wiki/Q104761","Q104761"
"Defender","1985-01-04",57,1,"Fenerbahçe","https://en.wikipedia.org/wiki/G%C3%B6khan_G%C3%B6n%C3%BCl","Gökhan Gönül","Fenerbahçe S.K. (football)","https://en.wikipedia.org/wiki/Fenerbah%C3%A7e_S.K._(football)","Turkey","https://www.wikidata.org/wiki/Q730284",2,"https://www.wikidata.org/wiki/Q6601875","Q6601875"
"Midfield","1985-02-10",52,8,"Galatasaray","https://en.wikipedia.org/wiki/Sel%C3%A7uk_%C4%B0nan","Selçuk İnan","Galatasaray S.K. (football)","https://en.wikipedia.org/wiki/Galatasaray_S.K._(football)","Turkey","https://www.wikidata.org/wiki/Q936379",3,"https://www.wikidata.org/wiki/Q495299","Q495299"
"Forward","1991-06-07",9,3,"Beşiktaş","https://en.wikipedia.org/wiki/Cenk_Tosun","Cenk Tosun","Beşiktaş J.K.","https://en.wikipedia.org/wiki/Be%C5%9Fikta%C5%9F_J.K.","Turkey","https://www.wikidata.org/wiki/Q377432",4,"https://www.wikidata.org/wiki/Q172567","Q172567"
"Midfield","1987-01-30",91,17,"Barcelona","https://en.wikipedia.org/wiki/Arda_Turan","Arda Turan","FC Barcelona","https://en.wikipedia.org/wiki/FC_Barcelona","Turkey","https://www.wikidata.org/wiki/Q487459",3,"https://www.wikidata.org/wiki/Q7156","Q7156"
"Midfield","1987-05-26",24,2,"Beşiktaş","https://en.wikipedia.org/wiki/Olcay_%C5%9Eahan","Olcay Şahan","Beşiktaş J.K.","https://en.wikipedia.org/wiki/Be%C5%9Fikta%C5%9F_J.K.","Turkey","https://www.wikidata.org/wiki/Q820143",3,"https://www.wikidata.org/wiki/Q172567","Q172567"
"Goalkeeper","1988-01-01",12,0,"Trabzonspor","https://en.wikipedia.org/wiki/Onur_K%C4%B1vrak","Onur Kıvrak","Trabzonspor","https://en.wikipedia.org/wiki/Trabzonspor","Turkey","https://www.wikidata.org/wiki/Q1372826",1,"https://www.wikidata.org/wiki/Q192641","Q192641"
"Defender","1989-07-10",19,0,"Beşiktaş","https://en.wikipedia.org/wiki/%C4%B0smail_K%C3%B6yba%C5%9F%C4%B1","İsmail Köybaşı","Beşiktaş J.K.","https://en.wikipedia.org/wiki/Be%C5%9Fikta%C5%9F_J.K.","Turkey","https://www.wikidata.org/wiki/Q344193",2,"https://www.wikidata.org/wiki/Q172567","Q172567"
"Midfield","1992-09-23",20,1,"Beşiktaş","https://en.wikipedia.org/wiki/O%C4%9Fuzhan_%C3%96zyakup","Oğuzhan Özyakup","Beşiktaş J.K.","https://en.wikipedia.org/wiki/Be%C5%9Fikta%C5%9F_J.K.","Turkey","https://www.wikidata.org/wiki/Q529162",3,"https://www.wikidata.org/wiki/Q172567","Q172567"
"Midfield","1986-03-03",59,1,"Fenerbahçe","https://en.wikipedia.org/wiki/Mehmet_Topal","Mehmet Topal","Fenerbahçe S.K. (football)","https://en.wikipedia.org/wiki/Fenerbah%C3%A7e_S.K._(football)","Turkey","https://www.wikidata.org/wiki/Q348199",3,"https://www.wikidata.org/wiki/Q6601875","Q6601875"
"Midfield","1995-03-23",24,1,"Fenerbahçe","https://en.wikipedia.org/wiki/Ozan_Tufan","Ozan Tufan","Fenerbahçe S.K. (football)","https://en.wikipedia.org/wiki/Fenerbah%C3%A7e_S.K._(football)","Turkey","https://www.wikidata.org/wiki/Q2043015",3,"https://www.wikidata.org/wiki/Q6601875","Q6601875"
"Forward","1985-07-15",44,20,"Beijing Guoan","https://en.wikipedia.org/wiki/Burak_Y%C4%B1lmaz","Burak Yılmaz","Beijing Guoan","https://en.wikipedia.org/wiki/Beijing_Guoan","Turkey","https://www.wikidata.org/wiki/Q18765",4,"https://www.wikidata.org/wiki/Q814738","Q814738"
"Midfield","1988-10-04",47,2,"Fenerbahçe","https://en.wikipedia.org/wiki/Caner_Erkin","Caner Erkin","Fenerbahçe S.K. (football)","https://en.wikipedia.org/wiki/Fenerbah%C3%A7e_S.K._(football)","Turkey","https://www.wikidata.org/wiki/Q946447",3,"https://www.wikidata.org/wiki/Q6601875","Q6601875"
"Midfield","1992-02-24",6,0,"1. FSV Mainz 05","https://en.wikipedia.org/wiki/Yunus_Mall%C4%B1","Yunus Mallı","1. FSV Mainz 05","https://en.wikipedia.org/wiki/1._FSV_Mainz_05","Turkey","https://www.wikidata.org/wiki/Q507956",3,"https://www.wikidata.org/wiki/Q105254","Q105254"
"Midfield","1987-07-07",17,0,"Fenerbahçe","https://en.wikipedia.org/wiki/Volkan_%C5%9Een","Volkan Şen","Fenerbahçe S.K. (football)","https://en.wikipedia.org/wiki/Fenerbah%C3%A7e_S.K._(football)","Turkey","https://www.wikidata.org/wiki/Q787409",3,"https://www.wikidata.org/wiki/Q6601875","Q6601875"
"Forward","1997-07-24",2,0,"FC Nordsjælland","https://en.wikipedia.org/wiki/Emre_Mor","Emre Mor","FC Nordsjælland","https://en.wikipedia.org/wiki/FC_Nordsj%C3%A6lland","Turkey","https://www.wikidata.org/wiki/Q22007007",4,"https://www.wikidata.org/wiki/Q210025","Q210025"
"Defender","1990-01-23",8,0,"Fenerbahçe","https://en.wikipedia.org/wiki/%C5%9Eener_%C3%96zbayrakl%C4%B1","Şener Özbayraklı","Fenerbahçe S.K. (football)","https://en.wikipedia.org/wiki/Fenerbah%C3%A7e_S.K._(football)","Turkey","https://www.wikidata.org/wiki/Q2810222",2,"https://www.wikidata.org/wiki/Q6601875","Q6601875"
"Goalkeeper","1989-06-17",0,0,"Bursaspor","https://en.wikipedia.org/wiki/Harun_Tekin_(footballer)","Harun Tekin","Bursaspor","https://en.wikipedia.org/wiki/Bursaspor","Turkey","https://www.wikidata.org/wiki/Q1587824",1,"https://www.wikidata.org/wiki/Q203573","Q203573"
"Goalkeeper","1987-03-15",2,0,"Rijeka","https://en.wikipedia.org/wiki/Ivan_Vargi%C4%87","Ivan Vargić","HNK Rijeka","https://en.wikipedia.org/wiki/HNK_Rijeka","Croatia","https://www.wikidata.org/wiki/Q6097699",1,"https://www.wikidata.org/wiki/Q318969","Q318969"
